title,index_movie
training day,"[3583, 5076, 13911, 85, 14670]"
the american astronaut,"[18906, 13818, 18716, 3384, 12484]"
children underground,"[14378, 12376, 18894, 20733, 7141]"
liam,"[13953, 3165, 945, 1872, 476]"
sidewalks of new york,"[12458, 14339, 461, 11307, 183]"
the endurance: shackleton's legendary antarctic expedition,"[14774, 14200, 14626, 5264, 16000]"
the french lieutenant's woman,"[6546, 7043, 6229, 13454, 9595]"
the great silence,"[2674, 20715, 3620, 18197, 12585]"
the legend of hell house,"[2049, 7889, 11992, 15666, 16804]"
little man tate,"[7199, 12202, 1360, 92, 1476]"
moscow does not believe in tears,"[19682, 10580, 18583, 4467, 21618]"
phantom of the paradise,"[4330, 1302, 733, 11564, 4970]"
the return of a man called horse,"[17584, 6455, 5931, 12720, 21333]"
valdez is coming,"[8957, 4479, 2740, 4720, 15828]"
13 ghosts,"[19751, 1777, 3214, 5679, 12369]"
opera,"[4535, 15526, 4622, 18968, 8980]"
father goose,"[1094, 3244, 3205, 10704, 3769]"
the grass is greener,"[5249, 16466, 8461, 21726, 6546]"
a hole in the head,"[15975, 6508, 5687, 17305, 2875]"
indiscreet,"[2043, 12267, 5512, 345, 1677]"
"it's a mad, mad, mad, mad world","[18654, 14755, 15784, 14443, 11837]"
the little foxes,"[16, 3585, 5973, 5047, 6290]"
operation petticoat,"[3303, 7875, 14698, 3915, 14756]"
play misty for me,"[4377, 9382, 1050, 4876, 8299]"
pocketful of miracles,"[10603, 5377, 17704, 9713, 3418]"
sayonara,"[6267, 8800, 5512, 8914, 17772]"
the shop on main street,"[19133, 9549, 496, 9313, 3800]"
spring break,"[11773, 15598, 8228, 8479, 3490]"
the vanishing,"[12884, 15580, 4825, 16124, 7795]"
silkwood,"[3393, 7439, 19683, 2182, 7112]"
i never promised you a rose garden,"[6266, 12249, 14058, 1154, 7439]"
quadrophenia,"[11082, 4848, 5085, 1762, 17409]"
spacecamp,"[10466, 8450, 1886, 16924, 12369]"
when worlds collide,"[20561, 1925, 978, 2921, 894]"
don't say a word,"[18379, 5081, 12201, 7903, 11932]"
hearts in atlantis,"[5076, 8504, 2608, 8245, 4093]"
zoolander,"[3520, 2428, 4043, 15059, 5855]"
born romantic,"[5305, 7575, 5627, 19310, 4067]"
joy ride,"[8874, 5081, 12201, 21292, 16170]"
max keeble's big move,"[19800, 1412, 1206, 7464, 727]"
serendipity,"[10228, 11682, 15088, 15581, 14820]"
la cienaga,"[11940, 14459, 15385, 2254, 18615]"
the big red one,"[3205, 2610, 4309, 10704, 8011]"
the party,"[4378, 16147, 7422, 5786, 19461]"
brubaker,"[12664, 2540, 1344, 15979, 16470]"
carny,"[3958, 9469, 8232, 12998, 4274]"
the changeling,"[13620, 20517, 21020, 21044, 15002]"
cheech & chong's next movie,"[21741, 3892, 16275, 21108, 1823]"
coal miner's daughter,"[18470, 4610, 8155, 7439, 2182]"
cruising,"[124, 2155, 15267, 1162, 6268]"
death ship,"[2757, 2557, 4910, 3994, 5922]"
the last metro,"[7418, 21458, 16386, 4317, 19168]"
bandits,"[20539, 13484, 19829, 5441, 269]"
iron monkey,"[1866, 20003, 12329, 13267, 8861]"
fat girl,"[9570, 13889, 11453, 16331, 13234]"
mulholland drive,"[2984, 12721, 7663, 13911, 18038]"
my first mister,"[8932, 7007, 9359, 10267, 11307]"
spriggan,"[7281, 21204, 16739, 13000, 14490]"
brannigan,"[951, 1930, 4625, 4655, 1354]"
clambake,"[5557, 16558, 10874, 4457, 14058]"
dirty harry,"[9477, 5, 2439, 2694, 3652]"
fiddler on the roof,"[20150, 3958, 9935, 1636, 4302]"
not without my daughter,"[15757, 7478, 5588, 11839, 888]"
female trouble,"[1367, 11089, 20867, 9452, 13608]"
titanica,"[7606, 11442, 6618, 9023, 21178]"
from hell,"[761, 17811, 7293, 16470, 8242]"
the last castle,"[19683, 16037, 6570, 7689, 10543]"
riding in cars with boys,"[16878, 1740, 2442, 3729, 48]"
bangkok dangerous,"[6678, 17460, 20042, 3946, 17744]"
burnt money,"[7937, 19962, 13054, 7969, 20128]"
dancing at the blue iguana,"[8863, 3568, 14275, 18468, 794]"
intimacy,"[18320, 21685, 3914, 15304, 12257]"
waking life,"[14766, 21675, 19078, 2856, 7118]"
k-pax,"[1573, 13279, 4848, 16337, 3248]"
thir13en ghosts,"[9644, 2187, 1821, 10619, 15958]"
better than sex,"[17382, 8205, 271, 12199, 7108]"
donnie darko,"[2540, 1344, 12035, 5419, 15066]"
high heels and low lifes,"[3208, 2325, 14755, 11984, 17900]"
life as a house,"[11195, 1657, 212, 9116, 9967]"
the man who wasn't there,"[11168, 20101, 2763, 9227, 21065]"
domestic disturbance,"[8299, 8874, 14400, 3960, 2503]"
"monsters, inc.","[729, 13037, 1688, 17812, 17247]"
the one,"[10174, 9421, 4993, 19527, 8924]"
tape,"[137, 13022, 4274, 14899, 5981]"
heist,"[17324, 14249, 1118, 10400, 11904]"
shallow hal,"[1515, 15840, 1344, 6176, 13782]"
when a stranger calls,"[2524, 10791, 19489, 8676, 1926]"
the wash,"[2722, 6871, 13498, 1135, 3257]"
harry potter and the philosopher's stone,"[11958, 17103, 4303, 1909, 11365]"
the fluffer,"[17719, 7983, 13248, 21516, 3921]"
novocaine,"[10484, 11421, 1677, 8299, 3356]"
black knight,"[15501, 146, 8360, 10721, 4089]"
out cold,"[584, 5262, 15589, 9071, 3311]"
spy game,"[14755, 2213, 198, 2919, 20869]"
the devil's backbone,"[20548, 6238, 8737, 508, 2533]"
in the bedroom,"[9961, 8552, 4848, 9327, 14339]"
across 110th street,"[15309, 10128, 974, 9666, 812]"
le petit soldat,"[3530, 5947, 63, 18649, 11826]"
jabberwocky,"[5106, 11244, 18777, 8227, 7742]"
funny girl,"[2442, 5104, 8057, 5434, 13853]"
circus of horrors,"[2557, 10331, 2846, 7200, 20993]"
breathless,"[1144, 1098, 1303, 12357, 9616]"
the beastmaster,"[687, 11239, 7604, 18640, 670]"
midway,"[9153, 270, 3377, 2610, 12421]"
macarthur,"[16098, 2278, 5226, 6318, 3626]"
the young lions,"[12421, 1577, 5549, 8832, 11725]"
subway,"[9005, 11692, 17098, 2186, 5969]"
"now, voyager","[6322, 5241, 6355, 17538, 10618]"
little women,"[3631, 7199, 173, 8057, 8843]"
halls of montezuma,"[11498, 852, 2673, 2919, 8607]"
anzio,"[3298, 3626, 2105, 891, 15993]"
the cheap detective,"[11781, 3716, 1585, 10664, 5334]"
the last wave,"[16294, 12085, 6172, 3678, 11385]"
that obscure object of desire,"[21520, 18239, 1957, 19177, 21221]"
the toy,"[2994, 110, 397, 12618, 1922]"
funeral in berlin,"[13593, 5055, 6089, 11543, 19186]"
don't go in the house,"[11333, 1777, 9986, 16804, 6067]"
dressed to kill,"[11624, 7663, 7713, 11205, 17574]"
the exterminator,"[2171, 3963, 230, 13371, 9643]"
the falls,"[6745, 14446, 3255, 4067, 10448]"
fame,"[6281, 8951, 4945, 5890, 10405]"
the aviator's wife,"[11107, 577, 4623, 3914, 20635]"
the final countdown,"[10027, 20053, 1418, 17737, 17549]"
the first deadly sin,"[15278, 5030, 15712, 21, 1978]"
flash gordon,"[6084, 15901, 17487, 21038, 1116]"
the angry red planet,"[6613, 2122, 3668, 9421, 17737]"
at the earth's core,"[3255, 5719, 14868, 14938, 20561]"
the enforcer,"[9477, 2439, 2694, 5021, 3317]"
an eye for an eye,"[13988, 12325, 8101, 15446, 16056]"
the gauntlet,"[2439, 6315, 2815, 9477, 1128]"
invasion u.s.a.,"[2523, 11688, 8226, 19683, 4527]"
lone wolf mcquade,"[3132, 126, 278, 13044, 10484]"
lord of the flies,"[5601, 2579, 9705, 3655, 17715]"
the people that time forgot,"[3649, 10162, 16696, 17737, 4123]"
ocean's eleven,"[11560, 15590, 16345, 6807, 11049]"
the stunt man,"[6176, 10885, 6569, 4139, 7333]"
sudden impact,"[9477, 2439, 3652, 431, 3583]"
behind enemy lines,"[586, 6569, 484, 4774, 4120]"
the affair of the necklace,"[5100, 2338, 11973, 2155, 13172]"
the independent,"[11741, 16314, 2759, 10173, 7937]"
porn star: the legend of ron jeremy,"[13184, 15613, 2178, 19003, 16167]"
texas rangers,"[21145, 19957, 2105, 774, 7875]"
ocean's eleven,"[11560, 15590, 16345, 6807, 11049]"
baran,"[21763, 14965, 20833, 14803, 16434]"
the business of strangers,"[2366, 17447, 15009, 1185, 12813]"
the incredible shrinking man,"[2109, 6264, 1920, 567, 6467]"
no man's land,"[10252, 15582, 3189, 13495, 11804]"
and then there were none,"[12274, 11205, 14534, 5030, 396]"
moscow on the hudson,"[1636, 13868, 5434, 9685, 10218]"
the owl and the pussycat,"[9835, 2442, 3729, 5104, 5547]"
amélie,"[12776, 12880, 14827, 17104, 21641]"
not another teen movie,"[16671, 2777, 137, 4523, 5089]"
vanilla sky,"[19366, 20831, 19823, 6467, 10815]"
iris,"[826, 5085, 7922, 11244, 4067]"
kandahar,"[13040, 11605, 12686, 4434, 21520]"
lantana,"[8755, 18839, 1058, 11066, 7904]"
the royal tenenbaums,"[4316, 240, 7439, 1740, 2162]"
bill & ted's bogus journey,"[7464, 13344, 1409, 16586, 19800]"
clockwise,"[17999, 13513, 17828, 5106, 19150]"
the holcroft covenant,"[2490, 4747, 4563, 9616, 8798]"
morgan: a suitable case for treatment,"[4067, 6745, 17828, 11566, 10162]"
spacehunter: adventures in the forbidden zone,"[2708, 2324, 943, 14403, 8816]"
white water summer,"[7752, 6764, 2341, 81, 7]"
how high,"[11904, 20120, 2504, 20936, 21741]"
jimmy neutron: boy genius,"[19541, 10509, 1477, 6262, 16362]"
joe somebody,"[9850, 7384, 9221, 9878, 20700]"
kate & leopold,"[4123, 927, 2898, 3499, 13541]"
the lord of the rings: the fellowship of the ring,"[4396, 13101, 6233, 292, 5303]"
the majestic,"[20539, 12886, 11603, 2918, 14784]"
a beautiful mind,"[667, 5900, 32, 11148, 21343]"
little otik,"[735, 20745, 8696, 5669, 19424]"
the convent,"[4597, 15881, 9065, 10344, 13883]"
the defiant ones,"[11462, 5325, 6464, 3958, 9469]"
dodsworth,"[633, 17108, 13145, 15567, 4971]"
medium cool,"[4135, 643, 15868, 21567, 7439]"
sahara,"[6113, 2673, 3197, 5941, 2933]"
fritz the cat,"[4274, 4358, 8781, 13022, 18654]"
the party,"[4378, 16147, 7422, 5786, 19461]"
separate tables,"[16464, 9219, 6563, 21158, 8232]"
sex and zen,"[112, 91, 9488, 12292, 18673]"
topkapi,"[255, 5262, 2849, 8299, 14443]"
witness for the prosecution,"[20631, 12274, 20808, 1617, 20703]"
ali,"[2549, 5985, 8057, 10187, 8874]"
black hawk down,"[13044, 233, 14421, 7490, 5264]"
charlotte gray,"[16814, 9581, 10257, 21005, 18692]"
yentl,"[4848, 4965, 3083, 3248, 6107]"
gosford park,"[3928, 8669, 8226, 19683, 4848]"
i am sam,"[888, 7761, 2888, 6314, 7190]"
monster's ball,"[4182, 8795, 11146, 4181, 12207]"
the shipping news,"[3951, 2329, 2749, 12269, 13832]"
the big heat,"[9611, 11772, 12359, 9383, 3777]"
motorama,"[4274, 7628, 13022, 18654, 2428]"
queen bee,"[19241, 15477, 7242, 11665, 16983]"
murder by death,"[473, 4197, 4670, 2194, 6599]"
the servant,"[5437, 10448, 5287, 18904, 6745]"
the waterdance,"[21675, 2063, 10267, 8226, 15049]"
come undone,"[15235, 9751, 19057, 7108, 3857]"
orange county,"[4316, 2162, 16337, 3158, 8336]"
brotherhood of the wolf,"[8437, 20566, 14827, 21702, 12526]"
another 48 hrs.,"[12746, 575, 110, 13604, 20892]"
what time is it there?,"[20283, 7311, 10227, 191, 1108]"
china moon,"[961, 8299, 8874, 8669, 3634]"
maria's lovers,"[5495, 6267, 14058, 1265, 20150]"
the russia house,"[7478, 333, 10988, 1335, 8199]"
truly madly deeply,"[532, 5249, 17999, 3683, 13513]"
wuthering heights,"[6316, 10445, 1883, 16883, 10525]"
california suite,"[2442, 1759, 2822, 6194, 8057]"
the long gray line,"[11747, 2162, 11767, 4190, 2081]"
the flight of dragons,"[13876, 16516, 9738, 9796, 523]"
dragonslayer,"[16418, 7788, 19694, 14657, 12698]"
conan the destroyer,"[4354, 1974, 18944, 15389, 20444]"
fire and ice,"[7213, 9796, 246, 17549, 16836]"
forbidden zone,"[16344, 20873, 1285, 2577, 5171]"
the formula,"[6460, 3583, 2272, 1774, 11045]"
foxes,"[19683, 20866, 9961, 12968, 15535]"
impostor,"[21479, 13416, 10493, 4359, 8858]"
kung pow: enter the fist,"[8949, 4759, 20654, 2540, 20536]"
snow dogs,"[1451, 727, 714, 5099, 13592]"
48 hrs.,"[3507, 9131, 1991, 7156, 15663]"
italian for beginners,"[4027, 6381, 3816, 21366, 15261]"
brainstorm,"[7478, 629, 6624, 11628, 5534]"
dragon: the bruce lee story,"[3082, 4610, 18960, 6318, 1419]"
the enigma of kaspar hauser,"[5431, 12083, 15691, 15722, 12027]"
heart of glass,"[11978, 2998, 13099, 19101, 11913]"
little dieter needs to fly,"[18395, 17822, 8139, 357, 829]"
m*a*s*h,"[10704, 15103, 13782, 1094, 12092]"
mrs. soffel,"[7709, 5548, 7613, 20645, 5805]"
seconds,"[15999, 6574, 6467, 17585, 13762]"
one-eyed jacks,"[6846, 15357, 6504, 8465, 2389]"
the count of monte cristo,"[3421, 1405, 12183, 10538, 17485]"
the mothman prophecies,"[11205, 21749, 16708, 8847, 17716]"
a walk to remember,"[375, 18960, 8817, 7155, 1865]"
beijing bicycle,"[17969, 7108, 20410, 21458, 29]"
maelström,"[19939, 8839, 19363, 5131, 5281]"
metropolis,"[6421, 3580, 21302, 7281, 3069]"
the son's room,"[17293, 4877, 16714, 14459, 816]"
storytelling,"[2318, 20259, 60, 4358, 8974]"
the adventures of huck finn,"[1471, 714, 3975, 1837, 14443]"
cousins,"[5547, 20418, 3937, 1141, 1810]"
falling in love,"[877, 5739, 2902, 7921, 6740]"
young at heart,"[12868, 9210, 733, 5557, 3081]"
slackers,"[3672, 4079, 16649, 1532, 4253]"
birthday girl,"[17447, 15717, 11168, 14755, 3600]"
a rumor of angels,"[7180, 828, 4585, 11883, 8226]"
rare birds,"[2096, 21775, 11892, 5589, 14744]"
caged heat,"[3987, 3419, 13811, 21002, 21418]"
carmen jones,"[4302, 6353, 10704, 13787, 829]"
the five heartbeats,"[733, 1302, 4330, 409, 12484]"
get out your handkerchiefs,"[11919, 1958, 4264, 9804, 14985]"
going places,"[19461, 19810, 13161, 21641, 12940]"
the hunchback of notre dame,"[2278, 727, 7778, 8155, 18960]"
the magnificent one,"[15196, 11741, 4936, 7937, 817]"
big fat liar,"[1105, 19432, 3703, 10505, 14435]"
collateral damage,"[8221, 1180, 2815, 2429, 431]"
"scotland, pa.","[2476, 12274, 3613, 5470, 324]"
baby's day out,"[12263, 17008, 6569, 4767, 11057]"
bright eyes,"[8482, 733, 7199, 8425, 15540]"
dimples,"[7691, 4967, 2540, 1344, 11132]"
heidi,"[646, 1302, 7691, 11564, 638]"
rookie of the year,"[7624, 2396, 2561, 6372, 12664]"
the sandlot,"[7624, 3567, 321, 5481, 3614]"
cows,"[11593, 21776, 11728, 11481, 20640]"
don't look now,"[13573, 9963, 174, 8642, 12939]"
hart's war,"[5191, 21494, 8886, 5816, 3794]"
john q,"[15690, 2964, 4201, 11195, 13350]"
return to never land,"[9585, 4547, 7031, 20583, 8774]"
super troopers,"[18449, 9728, 3107, 4855, 10751]"
the good son,"[8242, 2540, 6569, 1344, 14475]"
last orders,"[6983, 8335, 9010, 10293, 8288]"
after the fox,"[4767, 4358, 17297, 10604, 4139]"
the bad and the beautiful,"[11186, 7445, 14426, 5515, 12666]"
cast a giant shadow,"[4293, 1791, 5029, 5842, 7683]"
designing woman,"[6299, 303, 5552, 3956, 656]"
funny lady,"[1222, 1044, 2442, 3729, 5104]"
the heartbreak kid,"[6372, 519, 1267, 4967, 1344]"
saturday night and sunday morning,"[16987, 10940, 6827, 1520, 5421]"
sleuth,"[379, 5922, 3070, 8455, 13925]"
stroszek,"[15722, 2998, 4082, 15691, 13099]"
summer of '42,"[5146, 1746, 18551, 375, 3133]"
a touch of class,"[15842, 7575, 8461, 1352, 5287]"
used cars,"[1135, 2722, 3610, 11346, 11417]"
the deadly mantis,"[1920, 7540, 1913, 6573, 21266]"
dragonfly,"[20387, 7410, 4108, 8232, 16300]"
queen of the damned,"[9746, 2041, 283, 6883, 6211]"
how to kill your neighbor's dog,"[11371, 3958, 5117, 4274, 16508]"
mean machine,"[7827, 5057, 3432, 6746, 7764]"
monsoon wedding,"[3857, 18556, 21297, 11511, 9359]"
the bad news bears,"[7651, 3158, 6253, 2570, 3812]"
the bad news bears go to japan,"[15879, 3812, 3810, 6525, 12348]"
the bad news bears in breaking training,"[3810, 6255, 3107, 1669, 4845]"
the firemen's ball,"[19830, 20298, 2585, 21136, 2887]"
the lone ranger,"[718, 4696, 2476, 9526, 19415]"
the lone ranger and the lost city of gold,"[13631, 6403, 8285, 12140, 16059]"
loves of a blonde,"[16465, 3742, 7855, 14178, 21356]"
vampire hunter d: bloodlust,"[17338, 10946, 4208, 21629, 141]"
wild strawberries,"[1295, 5620, 10164, 21253, 4578]"
40 days and 40 nights,"[8650, 6234, 3124, 10228, 11966]"
we were soldiers,"[7109, 20138, 2045, 12225, 10933]"
trouble every day,"[9082, 7937, 13730, 11810, 14745]"
the arena,"[515, 14443, 3987, 14698, 1410]"
the big bird cage,"[3824, 3982, 3421, 17193, 7439]"
the big doll house,"[3823, 3915, 3982, 3421, 6679]"
the church,"[6703, 5451, 16417, 14160, 3530]"
cross creek,"[4685, 12089, 13202, 21178, 1023]"
ferngully: the last rainforest,"[2158, 2540, 8949, 9551, 4833]"
hell of the living dead,"[2768, 4278, 4121, 17293, 17527]"
intersection,"[5047, 7301, 267, 6290, 643]"
stagefright: aquarius,"[7378, 19542, 7217, 16074, 1378]"
zombie flesh eaters,"[15549, 954, 7625, 14160, 9097]"
my favorite brunette,"[1677, 333, 4337, 6339, 7120]"
royal wedding,"[5918, 14012, 6299, 303, 2266]"
scarlet street,"[6442, 4585, 1036, 8901, 3958]"
all about the benjamins,"[2465, 1097, 20642, 2888, 1318]"
the time machine,"[10161, 1169, 4359, 8858, 5719]"
divorcing jack,"[21247, 18868, 6929, 1036, 10696]"
the field,"[3899, 19947, 2562, 5414, 1529]"
hidden agenda,"[15380, 6745, 18775, 16410, 14949]"
the magnificent ambersons,"[14929, 6267, 199, 1036, 6454]"
fun,"[18077, 15573, 11083, 21679, 15243]"
gloria,"[9131, 4220, 13912, 2503, 2389]"
the great rock 'n' roll swindle,"[19297, 8255, 12052, 16181, 5361]"
he knows you're alone,"[17057, 6067, 19940, 4179, 9880]"
heaven's gate,"[3083, 4635, 3856, 20647, 8155]"
hero at large,"[1335, 5777, 8390, 6281, 6348]"
honeysuckle rose,"[635, 19917, 1462, 5064, 7234]"
hopscotch,"[4291, 8, 12354, 719, 14918]"
humanoids from the deep,"[4229, 10161, 13861, 18403, 2209]"
the island,"[5414, 10127, 3513, 563, 20825]"
the jazz singer,"[4905, 15168, 5823, 9541, 1462]"
who's singin' over there?,"[18204, 9448, 16709, 4877, 17572]"
lion of the desert,"[6422, 18627, 3082, 6972, 17741]"
little darlings,"[240, 643, 15868, 7439, 1810]"
the long good friday,"[9235, 10395, 16028, 15211, 1747]"
the long riders,"[4696, 2128, 924, 3083, 4965]"
mon oncle d'amérique,"[8037, 8261, 5344, 16391, 10917]"
the monster club,"[6608, 8868, 5149, 19076, 1900]"
death watch,"[11763, 14358, 16930, 11131, 7937]"
motel hell,"[15750, 16022, 16260, 3233, 9652]"
mother's day,"[5907, 3177, 2070, 4021, 48]"
the mountain men,"[1346, 13471, 6635, 9248, 4425]"
the ninth configuration,"[19683, 13738, 13608, 17719, 17899]"
burial ground,"[15157, 971, 13729, 8980, 4170]"
the nude bomb,"[21775, 2704, 19533, 5261, 4197]"
"oh, god!","[11560, 3327, 9190, 12265, 1677]"
oh heavenly dog,"[531, 16916, 20665, 16587, 5184]"
"pepi, luci, bom","[10335, 17453, 6885, 10515, 21221]"
super fuzz,"[414, 20053, 141, 3042, 3645]"
ice age,"[8108, 10185, 12728, 15087, 13970]"
resident evil,"[9050, 12191, 9625, 9310, 7627]"
showtime,"[18635, 2234, 8352, 16935, 3111]"
harrison's flowers,"[4304, 11826, 18984, 7863, 4900]"
kissing jessica stein,"[1876, 9643, 4759, 8545, 15778]"
y tu mamá también,"[19290, 12611, 16425, 10143, 8507]"
all the right moves,"[7672, 8176, 1344, 6047, 1637]"
barabbas,"[20892, 8057, 4068, 9685, 6113]"
the ghost breakers,"[19518, 17489, 4147, 4729, 10848]"
the paleface,"[8439, 643, 3881, 11299, 989]"
road to morocco,"[13141, 8878, 5547, 15357, 19436]"
road to singapore,"[14999, 3880, 13141, 840, 3882]"
road to utopia,"[3880, 13141, 3881, 1810, 1278]"
road to zanzibar,"[8071, 2645, 8724, 20156, 13375]"
split second,"[2677, 11991, 9235, 8223, 12939]"
a tale of springtime,"[5947, 5209, 1957, 14851, 10102]"
taps,"[2540, 1344, 1302, 6047, 6569]"
seems like old times,"[9728, 1225, 6194, 14820, 17180]"
the young master,"[6578, 4886, 18360, 13070, 9118]"
shogun assassin,"[6762, 6713, 6145, 11570, 6067]"
simon,"[5716, 1767, 7540, 20747, 19800]"
smokey and the bandit ii,"[12389, 6757, 19545, 21108, 2182]"
smokey and the bandit,"[21108, 14443, 10505, 1306, 5509]"
spetters,"[9823, 825, 11315, 2175, 21581]"
stir crazy,"[11901, 1862, 3974, 307, 14361]"
sällskapsresan - eller finns det svenskt kaffe på grisfesten?,"[16352, 20468, 16314, 6471, 3662]"
teheran '43,"[3025, 14741, 369, 10533, 10322]"
tender cousins,"[21347, 9751, 19063, 7108, 15235]"
blade ii,"[6246, 4741, 8493, 1232, 5704]"
stolen summer,"[3838, 10706, 8387, 14924, 11517]"
george washington,"[13701, 15669, 3958, 15721, 1935]"
homicidal,"[18070, 11205, 13169, 20665, 3640]"
mr. sardonicus,"[1926, 19751, 15760, 12129, 13548]"
strait-jacket,"[2409, 3214, 10791, 11205, 12586]"
death to smoochy,"[2439, 3928, 19619, 361, 11560]"
panic room,"[4201, 6734, 6494, 19060, 4053]"
the rookie,"[13108, 16043, 6780, 6839, 6702]"
no such thing,"[16163, 9565, 15315, 1304, 7956]"
the piano teacher,"[2198, 8178, 9570, 5947, 13230]"
time out,"[20966, 17558, 15574, 10773, 12257]"
boxcar bertha,"[6344, 11835, 2338, 8299, 8766]"
crimes of passion,"[5448, 76, 18066, 4876, 15278]"
the evil that men do,"[4655, 5284, 2150, 5489, 6741]"
fraternity vacation,"[13772, 15295, 667, 1222, 15717]"
impromptu,"[17382, 12598, 18068, 7635, 14282]"
the wrong guys,"[21501, 5569, 9243, 16562, 3311]"
high crimes,"[14950, 13911, 13888, 6232, 1332]"
national lampoon’s van wilder,"[16491, 16414, 12507, 15147, 1026]"
crush,"[3160, 20085, 21132, 4685, 19537]"
"after dark, my sweet","[5359, 14275, 6365, 12274, 15807]"
the atomic cafe,"[9323, 15252, 20404, 10079, 13429]"
body and soul,"[3189, 11799, 3083, 5512, 16165]"
first men in the moon,"[10162, 16160, 10717, 15893, 18707]"
rashomon,"[16415, 7002, 6495, 11735, 6490]"
slap shot,"[9299, 4845, 1669, 3108, 1454]"
changing lanes,"[10287, 12096, 15476, 2473, 4005]"
frailty,"[14974, 13221, 13819, 10012, 7776]"
the sweetest thing,"[9070, 2138, 13867, 21201, 95]"
the cat's meow,"[3407, 4848, 8932, 3709, 8226]"
human nature,"[1788, 11075, 2922, 2622, 7686]"
my big fat greek wedding,"[9359, 12207, 8800, 2988, 17710]"
3:10 to yuma,"[8057, 7495, 2310, 13690, 8155]"
bite the bullet,"[14443, 3933, 2104, 7495, 2311]"
breakout,"[18513, 6876, 14443, 7495, 3421]"
joe versus the volcano,"[11686, 1502, 11560, 3033, 19897]"
"rome, open city","[17293, 11741, 15196, 17527, 21677]"
return of the killer tomatoes!,"[3509, 8251, 8976, 12221, 5387]"
taking care of business,"[14653, 3761, 19437, 6272, 12361]"
three men and a baby,"[240, 7199, 397, 1222, 15281]"
three men and a little lady,"[3938, 3973, 9248, 1053, 2598]"
the watcher in the woods,"[6573, 19424, 17549, 17926, 20747]"
murder by numbers,"[5030, 925, 10484, 570, 5184]"
the scorpion king,"[7168, 21234, 15119, 5992, 9598]"
behind the sun,"[20017, 183, 14318, 20052, 21213]"
enigma,"[3110, 8757, 7331, 21005, 6884]"
joshua,"[14908, 9183, 46, 13307, 5283]"
nine queens,"[7969, 9594, 21022, 20795, 6381]"
life or something like it,"[5849, 7243, 1363, 4175, 14653]"
dogtown and z-boys,"[10079, 13429, 1455, 11074, 16675]"
salton sea,"[2695, 8796, 10172, 9621, 11863]"
vulgar,"[13608, 13365, 9696, 2323, 18554]"
the aviator,"[17538, 759, 3712, 8914, 888]"
bob le flambeur,"[5555, 3624, 2463, 7268, 7749]"
cadillac man,"[3610, 1009, 2591, 11904, 15195]"
the coca-cola kid,"[1079, 16603, 15441, 2922, 7161]"
cuba,"[5352, 2657, 7193, 2462, 7875]"
delirious,"[6299, 303, 333, 2266, 10988]"
husbands and wives,"[20494, 1222, 6142, 6075, 21014]"
lenny,"[16065, 3082, 9469, 21107, 16165]"
nomads,"[17574, 19193, 138, 3694, 11666]"
the temp,"[8504, 2050, 3603, 11804, 4093]"
thief of hearts,"[623, 2546, 7301, 8299, 567]"
triumph of the spirit,"[903, 4365, 13840, 5057, 15447]"
deuces wild,"[3641, 872, 17414, 6627, 1356]"
hollywood ending,"[9599, 8418, 7518, 11154, 15996]"
spider-man,"[529, 2052, 20774, 11417, 10803]"
warm water under a red bridge,"[8955, 20351, 9695, 4685, 7133]"
the big sleep,"[634, 679, 2439, 5804, 5184]"
butterflies are free,"[4021, 2829, 1298, 4280, 8232]"
cactus flower,"[3387, 4271, 1348, 1135, 6365]"
the cassandra crossing,"[5807, 7507, 5159, 6482, 4225]"
iron will,"[7047, 17938, 17742, 16648, 16976]"
mountains of the moon,"[2163, 236, 6318, 21239, 1149]"
rambling rose,"[2953, 7844, 269, 427, 3225]"
the survivors,"[2442, 8057, 7685, 307, 7132]"
white fang,"[1471, 3760, 714, 14443, 943]"
white fang 2: myth of the white wolf,"[12647, 455, 3331, 15521, 3975]"
the new guy,"[5037, 5720, 1076, 2455, 8380]"
unfaithful,"[20892, 5726, 13383, 15764, 7439]"
whore,"[7439, 18470, 6318, 14653, 240]"
my beautiful laundrette,"[741, 12925, 5287, 5454, 8461]"
ballad of a soldier,"[6611, 16256, 13787, 3985, 7638]"
big bad mama,"[3823, 3824, 3915, 5569, 18472]"
beyond the darkness,"[8136, 2907, 16238, 2558, 18431]"
calamity jane,"[6323, 6355, 1746, 2263, 9526]"
the cranes are flying,"[17132, 6611, 11529, 4673, 6513]"
the harvey girls,"[15940, 6129, 7532, 2633, 14012]"
the lady in red,"[15672, 8874, 2209, 6730, 20064]"
about a boy,"[3208, 1222, 1740, 5674, 2433]"
star wars: episode ii - attack of the clones,"[9626, 1897, 21494, 1418, 7875]"
the believer,"[9944, 20892, 6318, 236, 16165]"
the importance of being earnest,"[18551, 872, 9515, 21523, 20447]"
the charge of the light brigade,"[12751, 8574, 10147, 11800, 8941]"
every which way but loose,"[152, 8343, 1746, 6323, 15155]"
the hound of the baskervilles,"[15533, 15801, 13678, 16567, 15499]"
i want to live!,"[12966, 10484, 2675, 14256, 6344]"
the last waltz,"[948, 15136, 20766, 10079, 10428]"
enough,"[19457, 2566, 5849, 2162, 17447]"
insomnia,"[368, 11849, 19808, 18713, 454]"
spirit: stallion of the cimarron,"[1639, 19299, 8521, 3169, 11003]"
